Fairness,dimensions,epochs,layers,learning_rate,model,parity,equality,Accuracy
False,64,100,2,0.01,GAT,0.010135054588317871,0.004347801208496094,0.7283950617283951
False,64,100,2,0.01,Fair_Attention_MP_GCN,0.08341759443283081,0.01911991834640503,0.7530864197530864
False,64,100,2,0.1,GAT,0.00337827205657959,0.0,0.7407407407407407
False,64,100,2,0.1,Fair_Attention_MP_GCN,0.027469098567962646,0.0019905567169189453,0.7160493827160493
False,64,100,4,0.001,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,64,100,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,100,4,0.01,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,64,100,4,0.01,Fair_Attention_MP_GCN,0.013513445854187012,0.004347801208496094,0.7407407407407407
False,64,100,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,100,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,200,2,0.001,GAT,0.012945294380187988,0.003352522850036621,0.7530864197530864
False,64,200,2,0.001,Fair_Attention_MP_GCN,0.07520842552185059,0.0019905567169189453,0.7530864197530864
False,64,200,2,0.01,GAT,0.013513445854187012,0.008695662021636963,0.7160493827160493
False,64,200,2,0.01,Fair_Attention_MP_GCN,0.0533595085144043,0.0037192106246948242,0.691358024691358
False,64,200,2,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,200,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,200,4,0.001,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,64,200,4,0.001,Fair_Attention_MP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,200,4,0.01,GAT,0.0043888092041015625,0.008695662021636963,0.7407407407407407
False,64,200,4,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,200,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,200,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,500,2,0.001,GAT,0.012945294380187988,0.008695662021636963,0.7530864197530864
False,64,500,2,0.001,Fair_Attention_MP_GCN,0.024753808975219727,0.012676835060119629,0.691358024691358
False,64,500,2,0.01,GAT,0.0013576149940490723,0.0009952783584594727,0.7407407407407407
False,64,500,2,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,500,2,0.1,GAT,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,64,500,2,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,500,4,0.001,GAT,0.004167675971984863,0.008695662021636963,0.7160493827160493
False,64,500,4,0.001,Fair_Attention_MP_GCN,0.019702017307281494,0.011052906513214111,0.7283950617283951
False,64,500,4,0.01,GAT,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,64,500,4,0.01,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
False,64,500,4,0.1,GAT,5.960464477539063e-08,0.0,0.7407407407407407
False,64,500,4,0.1,Fair_Attention_MP_GCN,0.0,0.0,0.25925925925925924
