Fairness,dimensions,epochs,layers,learning_rate,model,parity,equality,Accuracy
False,64,200,4,0.001,FairMP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,200,4,0.01,GCN,0.013513445854187012,0.008695662021636963,0.7160493827160493
False,64,200,4,0.01,FairMP_GCN,0.2523365020751953,0.21686744689941406,0.7530864197530864
False,64,200,4,0.1,GCN,0.002589106559753418,0.012048184871673584,0.7530864197530864
False,64,200,4,0.1,FairMP_GCN,0.09942543506622314,0.0722891092300415,0.7530864197530864
False,64,500,2,0.001,GCN,0.0015786290168762207,0.008695662021636963,0.7407407407407407
False,64,500,2,0.001,FairMP_GCN,0.0015786290168762207,0.00770038366317749,0.7407407407407407
False,64,500,2,0.01,GCN,0.023080408573150635,0.003352522850036621,0.7283950617283951
False,64,500,2,0.01,FairMP_GCN,0.06226325035095215,0.04284965991973877,0.7283950617283951
False,64,500,2,0.1,GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,500,2,0.1,FairMP_GCN,0.0046097636222839355,0.01403874158859253,0.7283950617283951
False,64,500,4,0.001,GCN,0.013513445854187012,0.008695662021636963,0.7160493827160493
False,64,500,4,0.001,FairMP_GCN,0.0067566633224487305,0.004347801208496094,0.7407407407407407
False,64,500,4,0.01,GCN,0.016891837120056152,0.008695662021636963,0.7283950617283951
False,64,500,4,0.01,FairMP_GCN,0.04515033960342407,0.0009952783584594727,0.7160493827160493
False,64,500,4,0.1,GCN,0.04515033960342407,0.015400707721710205,0.7407407407407407
False,64,500,4,0.1,FairMP_GCN,0.03005814552307129,0.009690940380096436,0.7160493827160493
